Date,China,United States,Brazil,Belgium,France,Netherlands,Portugal,Spain,Sweden,Norway,Turkey,Argentina,Canada,Chile,Colombia,Mexico,Indonesia,Malaysia,South Korea,Taiwan,Thailand,India,Australia,New Zealand,Algeria,Egypt,Nigeria,South Africa,Czechia,Germany,Italy,Poland,Romania,United Kingdom,Kazakhstan,Russia,Ukraine,Uzbekistan,Venezuela,Japan
1993-09-05,1160.027,1925.595,158.876,48.354,217.951,67.362,17.368,92.032,47.0,21.702,61.789,47.196,219.502,16.818,25.751,127.375,113.621,28.89,116.075,54.609,51.914,376.704,90.907,14.872,26.443,39.934,77.374,94.067,48.667,342.095,145.792,102.285,58.369,199.947,72.639,861.214,231.819,46.641,38.65,433.651
1993-09-06,1160.221,1925.595,158.883,48.354,217.951,67.363,17.368,92.035,47.0,21.702,61.795,47.199,219.506,16.823,25.751,127.376,113.621,28.898,116.081,54.623,51.917,376.753,90.909,14.873,26.445,39.938,77.377,94.07,48.667,342.079,145.792,102.284,58.365,199.946,72.639,861.191,231.812,46.64,38.65,433.65
1993-09-07,1160.411,1925.605,158.888,48.354,217.951,67.364,17.368,92.035,47.0,21.702,61.796,47.2,219.512,16.825,25.754,127.377,113.639,28.914,116.082,54.629,51.918,376.773,90.913,14.874,26.449,39.951,77.385,94.073,48.666,342.075,145.789,102.283,58.364,199.94,72.639,861.188,231.808,46.64,38.649,433.648
1993-09-08,1160.428,1925.615,158.894,48.355,217.951,67.364,17.368,92.038,47.0,21.703,61.798,47.202,219.515,16.828,25.755,127.377,113.656,28.933,116.084,54.636,51.92,376.912,90.913,14.876,26.451,39.955,77.392,94.077,48.664,342.074,145.788,102.283,58.359,199.937,72.639,861.162,231.786,46.64,38.649,433.646
1993-09-09,1160.45,1925.636,158.906,48.356,217.952,67.365,17.368,92.042,47.0,21.703,61.826,47.203,219.515,16.838,25.756,127.381,113.658,28.933,116.105,54.64,51.922,376.914,90.917,14.877,26.453,39.965,77.397,94.079,48.662,342.074,145.788,102.283,58.355,199.934,72.639,861.146,231.776,46.64,38.648,433.64
1993-09-10,1160.668,1925.64,158.912,48.356,217.953,67.365,17.368,92.044,47.0,21.705,61.84,47.208,219.518,16.838,25.757,127.39,113.663,28.939,116.114,54.641,51.924,376.946,90.92,14.877,26.455,39.965,77.409,94.084,48.661,342.058,145.788,102.283,58.35,199.934,72.638,861.145,231.741,46.639,38.647,433.638
1993-09-11,1160.765,1925.657,158.925,48.356,217.953,67.365,17.369,92.049,47.0,21.705,61.858,47.208,219.518,16.84,25.757,127.396,113.68,28.94,116.117,54.652,51.924,376.991,90.922,14.878,26.455,39.965,77.416,94.088,48.66,342.056,145.787,102.283,58.347,199.931,72.638,861.141,231.724,46.639,38.646,433.634
1993-09-12,1160.918,1925.678,158.929,48.356,217.954,67.366,17.369,92.05,47.0,21.706,61.864,47.211,219.524,16.841,25.758,127.4,113.682,28.961,116.122,54.654,51.924,376.994,90.936,14.879,26.456,39.966,77.431,94.091,48.659,342.048,145.785,102.282,58.346,199.931,72.638,861.119,231.722,46.639,38.644,433.618
1993-09-13,1160.986,1925.681,158.934,48.356,217.954,67.367,17.369,92.051,47.0,21.706,61.867,47.225,219.534,16.843,25.758,127.402,113.684,28.975,116.166,54.655,51.925,377.058,90.936,14.88,26.458,39.974,77.439,94.093,48.657,342.039,145.784,102.282,58.337,199.931,72.638,861.112,231.695,46.639,38.642,433.615
1993-09-14,1161.204,1925.682,158.96,48.356,217.955,67.367,17.369,92.052,47.0,21.707,61.874,47.225,219.535,16.844,25.759,127.405,113.688,28.989,116.167,54.658,51.938,377.081,90.949,14.88,26.461,39.985,77.441,94.094,48.657,342.028,145.782,102.281,58.332,199.928,72.637,861.107,231.651,46.638,38.642,433.612
1993-09-15,1161.373,1925.696,158.965,48.357,217.956,67.367,17.369,92.052,47.0,21.708,61.884,47.226,219.536,16.845,25.761,127.406,113.691,28.993,116.17,54.674,51.949,377.183,90.95,14.88,26.461,39.989,77.446,94.094,48.656,342.021,145.782,102.279,58.332,199.928,72.637,861.097,231.641,46.638,38.641,433.608
1993-09-16,1161.431,1925.705,158.967,48.357,217.956,67.367,17.37,92.054,47.0,21.708,61.884,47.227,219.542,16.846,25.765,127.408,113.729,28.996,116.171,54.686,51.954,377.224,90.953,14.88,26.462,39.993,77.453,94.095,48.655,342.02,145.782,102.277,58.329,199.925,72.637,861.076,231.634,46.638,38.64,433.604
1993-09-17,1161.607,1925.706,158.97,48.357,217.956,67.368,17.37,92.055,47.0,21.708,61.89,47.233,219.547,16.847,25.769,127.408,113.762,28.997,116.175,54.694,51.954,377.379,90.955,14.881,26.47,39.995,77.463,94.097,48.652,342.019,145.782,102.277,58.329,199.925,72.637,861.042,231.602,46.638,38.635,433.601
1993-09-18,1162.149,1925.717,158.998,48.357,217.958,67.368,17.371,92.056,47.0,21.708,61.896,47.234,219.553,16.85,25.772,127.414,113.768,29.001,116.176,54.694,51.956,377.407,90.955,14.882,26.472,39.998,77.472,94.098,48.651,342.005,145.781,102.277,58.326,199.922,72.637,861.014,231.587,46.638,38.633,433.598
1993-09-19,1162.523,1925.723,159.01,48.358,217.958,67.369,17.372,92.06,47.0,21.709,61.897,47.234,219.562,16.85,25.773,127.414,113.776,29.009,116.182,54.698,51.972,377.466,90.96,14.883,26.474,39.999,77.472,94.106,48.65,342.001,145.78,102.276,58.321,199.911,72.637,861.0,231.585,46.637,38.632,433.597
1993-09-20,1162.785,1925.728,159.017,48.358,217.958,67.369,17.372,92.06,47.0,21.71,61.926,47.235,219.563,16.853,25.774,127.417,113.778,29.015,116.202,54.711,51.979,377.478,90.96,14.883,26.477,40.01,77.478,94.112,48.649,342.001,145.779,102.273,58.32,199.905,72.637,860.98,231.571,46.636,38.632,433.596
1993-09-21,1162.919,1925.728,159.026,48.358,217.958,67.37,17.372,92.061,47.0,21.71,61.938,47.239,219.564,16.853,25.775,127.42,113.784,29.016,116.238,54.716,51.98,377.494,90.964,14.884,26.477,40.011,77.513,94.112,48.648,341.99,145.779,102.272,58.317,199.902,72.636,860.948,231.569,46.636,38.632,433.595
1993-09-22,1163.028,1925.755,159.028,48.358,217.959,67.37,17.372,92.061,47.0,21.71,61.939,47.241,219.574,16.854,25.777,127.423,113.794,29.022,116.243,54.718,51.984,377.497,90.965,14.884,26.481,40.016,77.514,94.115,48.647,341.99,145.778,102.272,58.312,199.899,72.636,860.945,231.565,46.636,38.63,433.595
1993-09-23,1163.074,1925.773,159.069,48.358,217.961,67.371,17.372,92.062,47.0,21.711,61.94,47.242,219.577,16.856,25.782,127.425,113.795,29.028,116.249,54.72,51.988,377.577,90.968,14.885,26.489,40.019,77.516,94.117,48.643,341.974,145.777,102.272,58.308,199.899,72.636,860.935,231.56,46.635,38.629,433.583
1993-09-24,1163.093,1925.777,159.087,48.358,217.962,67.371,17.373,92.063,47.0,21.714,61.944,47.243,219.58,16.859,25.783,127.429,113.804,29.035,116.253,54.723,51.988,377.607,90.974,14.885,26.493,40.021,77.518,94.12,48.643,341.971,145.776,102.272,58.303,199.897,72.636,860.905,231.539,46.635,38.627,433.577
1993-09-25,1163.155,1925.78,159.092,48.358,217.962,67.372,17.373,92.063,47.0,21.714,61.957,47.243,219.589,16.86,25.783,127.434,113.806,29.044,116.259,54.734,51.989,377.649,90.975,14.885,26.496,40.044,77.52,94.126,48.642,341.964,145.775,102.271,58.296,199.895,72.635,860.896,231.501,46.635,38.626,433.57
1993-09-26,1163.504,1925.784,159.106,48.359,217.962,67.372,17.373,92.063,47.0,21.715,61.969,47.248,219.592,16.869,25.786,127.435,113.809,29.045,116.261,54.745,51.99,377.773,90.976,14.885,26.499,40.052,77.543,94.132,48.641,341.951,145.774,102.271,58.295,199.894,72.635,860.84,231.461,46.634,38.626,433.569
1993-09-27,1163.518,1925.792,159.107,48.359,217.962,67.372,17.373,92.063,47.0,21.716,61.977,47.253,219.595,16.87,25.786,127.436,113.813,29.053,116.284,54.763,52.012,377.846,90.977,14.886,26.499,40.068,77.556,94.136,48.637,341.948,145.774,102.269,58.295,199.893,72.635,860.82,231.459,46.634,38.625,433.564
1993-09-28,1163.536,1925.796,159.119,48.359,217.963,67.372,17.373,92.065,47.0,21.717,61.979,47.258,219.609,16.87,25.787,127.437,113.818,29.056,116.286,54.764,52.013,377.888,90.978,14.886,26.505,40.079,77.561,94.137,48.637,341.933,145.773,102.269,58.294,199.892,72.635,860.816,231.45,46.633,38.621,433.558
1993-09-29,1163.639,1925.806,159.122,48.359,217.965,67.373,17.373,92.066,47.0,21.718,61.988,47.262,219.619,16.87,25.787,127.437,113.839,29.057,116.288,54.77,52.023,377.975,90.982,14.893,26.519,40.082,77.561,94.141,48.634,341.932,145.773,102.269,58.294,199.89,72.635,860.807,231.444,46.633,38.621,433.553
1993-09-30,1164.284,1925.828,159.124,48.36,217.965,67.373,17.374,92.07,47.0,21.719,61.988,47.266,219.622,16.878,25.79,127.438,113.848,29.074,116.332,54.771,52.025,377.994,90.987,14.894,26.521,40.082,77.61,94.142,48.634,341.924,145.764,102.269,58.289,199.888,72.634,860.798,231.433,46.632,38.619,433.549
1993-10-01,1164.448,1925.829,159.131,48.36,217.966,67.373,17.374,92.071,47.0,21.719,62.006,47.267,219.627,16.879,25.792,127.44,113.855,29.088,116.384,54.776,52.025,378.06,90.993,14.894,26.532,40.085,77.621,94.145,48.63,341.922,145.764,102.268,58.284,199.887,72.634,860.797,231.426,46.632,38.619,433.546
1993-10-02,1164.553,1925.832,159.146,48.36,217.966,67.373,17.374,92.073,47.0,21.721,62.024,47.271,219.634,16.885,25.795,127.444,113.868,29.09,116.402,54.781,52.032,378.104,90.994,14.895,26.534,40.086,77.63,94.146,48.628,341.909,145.764,102.268,58.275,199.886,72.634,860.782,231.42,46.632,38.619,433.538
1993-10-03,1164.729,1925.842,159.153,48.36,217.969,67.373,17.374,92.076,47.0,21.722,62.029,47.274,219.637,16.89,25.799,127.446,113.869,29.092,116.405,54.793,52.057,378.315,91.002,14.895,26.534,40.087,77.633,94.148,48.628,341.896,145.763,102.267,58.273,199.884,72.633,860.771,231.41,46.632,38.618,433.537
1993-10-04,1164.799,1925.848,159.156,48.361,217.969,67.374,17.374,92.078,47.0,21.722,62.041,47.275,219.641,16.89,25.801,127.447,113.871,29.105,116.458,54.798,52.067,378.36,91.02,14.895,26.534,40.097,77.634,94.149,48.628,341.891,145.76,102.267,58.272,199.881,72.633,860.736,231.408,46.632,38.618,433.537
1993-10-05,1164.811,1925.854,159.161,48.362,217.973,67.375,17.375,92.083,47.0,21.722,62.05,47.276,219.652,16.892,25.804,127.448,113.902,29.127,116.536,54.806,52.073,378.37,91.037,14.896,26.541,40.098,77.646,94.151,48.627,341.878,145.758,102.267,58.27,199.88,72.632,860.682,231.369,46.632,38.618,433.533
1993-10-06,1165.427,1925.863,159.175,48.362,217.974,67.375,17.375,92.084,47.0,21.722,62.056,47.294,219.657,16.893,25.807,127.451,113.906,29.137,116.545,54.807,52.073,378.374,91.038,14.897,26.541,40.099,77.648,94.163,48.626,341.876,145.757,102.266,58.269,199.875,72.632,860.672,231.36,46.632,38.618,433.525
1993-10-07,1165.813,1925.884,159.191,48.362,217.974,67.376,17.375,92.085,47.0,21.722,62.058,47.294,219.657,16.895,25.807,127.455,113.908,29.14,116.545,54.811,52.074,378.417,91.039,14.897,26.542,40.108,77.648,94.165,48.625,341.864,145.757,102.266,58.268,199.872,72.632,860.65,231.353,46.632,38.617,433.512
1993-10-08,1165.854,1925.904,159.207,48.362,217.976,67.376,17.376,92.087,47.0,21.723,62.06,47.297,219.657,16.896,25.808,127.457,113.943,29.142,116.547,54.822,52.085,378.44,91.041,14.898,26.544,40.108,77.651,94.166,48.625,341.858,145.753,102.265,58.262,199.87,72.631,860.639,231.343,46.631,38.616,433.512
1993-10-09,1166.094,1925.904,159.228,48.363,217.977,67.376,17.376,92.088,47.0,21.726,62.073,47.297,219.659,16.897,25.808,127.458,113.948,29.144,116.551,54.826,52.088,378.452,91.041,14.899,26.549,40.116,77.651,94.168,48.625,341.852,145.751,102.265,58.26,199.864,72.631,860.633,231.295,46.631,38.614,433.509
1993-10-10,1166.319,1925.952,159.234,48.363,217.979,67.376,17.376,92.088,47.0,21.726,62.101,47.297,219.663,16.897,25.809,127.46,113.972,29.149,116.585,54.833,52.091,378.456,91.046,14.903,26.551,40.122,77.67,94.169,48.624,341.85,145.75,102.264,58.259,199.85,72.631,860.63,231.258,46.631,38.614,433.506
1993-10-11,1166.782,1925.972,159.286,48.363,217.98,67.376,17.377,92.089,47.0,21.726,62.104,47.301,219.663,16.897,25.811,127.463,113.996,29.155,116.605,54.835,52.092,378.511,91.046,14.906,26.557,40.125,77.671,94.169,48.623,341.843,145.748,102.264,58.259,199.847,72.631,860.606,231.247,46.631,38.612,433.504
1993-10-12,1166.81,1925.975,159.3,48.363,217.98,67.377,17.377,92.091,47.0,21.727,62.105,47.313,219.665,16.898,25.811,127.466,114.003,29.169,116.624,54.839,52.117,379.004,91.047,14.906,26.559,40.129,77.671,94.169,48.62,341.84,145.748,102.264,58.258,199.844,72.63,860.594,231.24,46.63,38.609,433.479
1993-10-13,1167.147,1925.998,159.344,48.363,217.98,67.377,17.377,92.092,47.0,21.727,62.113,47.314,219.67,16.899,25.815,127.466,114.014,29.17,116.63,54.844,52.126,379.126,91.049,14.907,26.565,40.139,77.676,94.169,48.62,341.839,145.748,102.263,58.258,199.838,72.63,860.592,231.222,46.629,38.609,433.477
1993-10-14,1167.195,1925.999,159.347,48.364,217.981,67.377,17.377,92.096,47.0,21.728,62.116,47.314,219.673,16.9,25.817,127.471,114.015,29.173,116.653,54.846,52.137,379.193,91.05,14.908,26.567,40.142,77.683,94.18,48.619,341.834,145.747,102.262,58.255,199.836,72.629,860.562,231.209,46.629,38.609,433.475
1993-10-15,1167.306,1926.028,159.356,48.364,217.981,67.377,17.378,92.098,47.0,21.728,62.125,47.318,219.683,16.902,25.818,127.471,114.02,29.177,116.666,54.846,52.14,379.201,91.052,14.908,26.567,40.145,77.689,94.181,48.618,341.829,145.747,102.262,58.254,199.828,72.629,860.559,231.186,46.628,38.608,433.475
1993-10-16,1167.424,1926.032,159.379,48.365,217.981,67.377,17.378,92.099,47.0,21.728,62.127,47.32,219.683,16.903,25.818,127.475,114.021,29.182,116.671,54.848,52.146,379.358,91.054,14.908,26.569,40.149,77.691,94.181,48.617,341.823,145.746,102.26,58.254,199.827,72.629,860.553,231.186,46.628,38.606,433.474
1993-10-17,1167.832,1926.042,159.401,48.365,217.982,67.378,17.378,92.104,47.0,21.729,62.138,47.324,219.689,16.907,25.819,127.478,114.042,29.195,116.696,54.85,52.149,379.432,91.054,14.909,26.571,40.149,77.709,94.181,48.614,341.816,145.745,102.26,58.251,199.823,72.628,860.551,231.178,46.628,38.605,433.471
1993-10-18,1168.294,1926.049,159.412,48.365,217.983,67.378,17.379,92.104,47.0,21.729,62.142,47.326,219.706,16.907,25.819,127.48,114.072,29.203,116.727,54.859,52.165,379.435,91.057,14.909,26.574,40.15,77.721,94.182,48.612,341.811,145.744,102.258,58.251,199.816,72.628,860.532,231.176,46.628,38.603,433.46
1993-10-19,1168.445,1926.056,159.439,48.366,217.983,67.378,17.379,92.104,47.0,21.729,62.147,47.33,219.72,16.909,25.82,127.481,114.087,29.211,116.749,54.862,52.168,379.442,91.064,14.909,26.577,40.153,77.728,94.186,48.61,341.808,145.744,102.258,58.249,199.808,72.628,860.526,231.172,46.627,38.602,433.458
1993-10-20,1168.801,1926.07,159.445,48.366,217.984,67.38,17.379,92.105,47.0,21.729,62.149,47.332,219.728,16.91,25.822,127.481,114.087,29.211,116.752,54.872,52.178,379.489,91.066,14.91,26.578,40.155,77.743,94.192,48.607,341.808,145.744,102.257,58.249,199.806,72.628,860.521,231.138,46.627,38.601,433.458
1993-10-21,1168.839,1926.076,159.446,48.366,217.985,67.38,17.379,92.108,47.0,21.731,62.154,47.332,219.729,16.91,25.822,127.482,114.095,29.214,116.789,54.876,52.18,379.489,91.074,14.91,26.578,40.179,77.746,94.199,48.607,341.804,145.743,102.256,58.246,199.804,72.627,860.521,231.109,46.627,38.599,433.449
1993-10-22,1169.254,1926.083,159.448,48.367,217.985,67.38,17.38,92.108,47.0,21.731,62.155,47.335,219.738,16.911,25.826,127.483,114.097,29.221,116.802,54.88,52.184,379.534,91.074,14.91,26.582,40.196,77.765,94.206,48.607,341.787,145.742,102.256,58.242,199.797,72.627,860.514,231.072,46.627,38.597,433.44
1993-10-23,1169.421,1926.085,159.456,48.367,217.986,67.38,17.38,92.109,47.0,21.732,62.165,47.335,219.738,16.915,25.827,127.483,114.099,29.237,116.807,54.88,52.186,379.722,91.075,14.911,26.583,40.197,77.78,94.208,48.606,341.784,145.741,102.256,58.234,199.794,72.627,860.51,231.068,46.627,38.596,433.426
1993-10-24,1169.674,1926.089,159.497,48.368,217.987,67.38,17.38,92.11,47.0,21.733,62.17,47.34,219.74,16.918,25.827,127.487,114.156,29.238,116.813,54.888,52.201,379.769,91.075,14.912,26.588,40.199,77.794,94.21,48.606,341.784,145.741,102.256,58.223,199.789,72.627,860.504,231.044,46.627,38.596,433.416
1993-10-25,1169.853,1926.115,159.497,48.368,217.988,67.381,17.381,92.111,47.0,21.734,62.175,47.342,219.752,16.925,25.831,127.488,114.163,29.242,116.817,54.893,52.209,379.899,91.084,14.913,26.595,40.199,77.798,94.215,48.604,341.781,145.74,102.255,58.221,199.786,72.627,860.497,231.036,46.627,38.596,433.416
1993-10-26,1170.054,1926.123,159.536,48.368,217.989,67.381,17.381,92.111,47.0,21.736,62.176,47.352,219.762,16.928,25.833,127.491,114.195,29.247,116.819,54.894,52.213,380.001,91.084,14.913,26.601,40.202,77.799,94.218,48.604,341.779,145.739,102.255,58.219,199.78,72.626,860.482,231.027,46.626,38.592,433.412
1993-10-27,1170.17,1926.125,159.546,48.369,217.989,67.381,17.381,92.111,47.0,21.736,62.182,47.355,219.764,16.93,25.836,127.491,114.199,29.248,116.821,54.912,52.216,380.026,91.086,14.916,26.605,40.203,77.804,94.219,48.6,341.772,145.739,102.255,58.214,199.774,72.626,860.482,231.025,46.626,38.592,433.403
1993-10-28,1170.239,1926.191,159.584,48.369,217.99,67.381,17.381,92.113,47.0,21.736,62.186,47.356,219.769,16.931,25.839,127.493,114.202,29.249,116.893,54.922,52.217,380.07,91.09,14.917,26.607,40.212,77.807,94.22,48.599,341.769,145.737,102.255,58.214,199.774,72.626,860.453,231.024,46.626,38.592,433.401
1993-10-29,1170.499,1926.193,159.592,48.369,217.99,67.381,17.382,92.114,47.0,21.737,62.193,47.357,219.779,16.933,25.839,127.493,114.223,29.3,116.897,54.923,52.225,380.088,91.091,14.917,26.608,40.218,77.834,94.222,48.597,341.742,145.736,102.255,58.214,199.771,72.626,860.44,231.022,46.626,38.591,433.4
1993-10-30,1170.657,1926.196,159.594,48.37,217.99,67.382,17.382,92.114,47.0,21.737,62.204,47.358,219.786,16.935,25.839,127.497,114.228,29.301,116.931,54.931,52.232,380.112,91.104,14.918,26.609,40.234,77.834,94.222,48.596,341.736,145.735,102.254,58.212,199.765,72.626,860.437,231.02,46.626,38.59,433.388
1993-10-31,1171.053,1926.2,159.608,48.37,217.99,67.382,17.382,92.119,47.0,21.737,62.206,47.363,219.801,16.939,25.842,127.501,114.239,29.305,116.941,54.934,52.234,380.117,91.107,14.918,26.611,40.236,77.84,94.224,48.596,341.709,145.735,102.254,58.212,199.755,72.625,860.431,231.014,46.625,38.589,433.383
1993-11-01,1171.147,1926.201,159.646,48.37,217.99,67.382,17.382,92.123,47.0,21.738,62.214,47.367,219.814,16.942,25.844,127.504,114.248,29.305,116.947,54.935,52.235,380.184,91.114,14.918,26.615,40.239,77.84,94.226,48.595,341.688,145.733,102.252,58.21,199.751,72.625,860.396,231.01,46.625,38.588,433.381
1993-11-02,1171.281,1926.206,159.675,48.37,217.991,67.382,17.382,92.123,47.0,21.738,62.219,47.371,219.815,16.947,25.845,127.512,114.249,29.316,116.95,54.937,52.236,380.206,91.117,14.918,26.62,40.245,77.842,94.226,48.593,341.687,145.732,102.251,58.191,199.75,72.625,860.389,231.005,46.624,38.585,433.38
1993-11-03,1171.397,1926.244,159.683,48.371,217.991,67.383,17.382,92.124,47.0,21.738,62.226,47.372,219.827,16.947,25.846,127.515,114.259,29.328,116.954,54.943,52.248,380.237,91.118,14.919,26.621,40.245,77.852,94.228,48.593,341.684,145.732,102.251,58.186,199.748,72.625,860.37,230.999,46.624,38.585,433.375
1993-11-04,1171.507,1926.281,159.72,48.372,217.993,67.383,17.383,92.127,47.0,21.738,62.229,47.373,219.832,16.949,25.846,127.521,114.278,29.338,116.972,54.947,52.258,380.377,91.12,14.919,26.624,40.248,77.854,94.238,48.593,341.68,145.732,102.25,58.184,199.744,72.625,860.283,230.995,46.624,38.585,433.37
1993-11-05,1171.546,1926.284,159.724,48.373,217.993,67.384,17.383,92.129,47.0,21.739,62.241,47.373,219.839,16.951,25.847,127.521,114.301,29.34,116.992,54.951,52.26,380.458,91.121,14.921,26.628,40.249,77.86,94.238,48.592,341.677,145.731,102.25,58.173,199.743,72.625,860.277,230.994,46.624,38.585,433.358
1993-11-06,1171.885,1926.286,159.748,48.373,217.994,67.384,17.384,92.132,47.0,21.739,62.242,47.376,219.841,16.953,25.851,127.521,114.304,29.345,117.068,54.964,52.26,380.538,91.121,14.921,26.628,40.25,77.864,94.238,48.591,341.668,145.729,102.249,58.169,199.74,72.624,860.237,230.952,46.622,38.584,433.355
1993-11-07,1171.931,1926.332,159.755,48.373,217.995,67.384,17.384,92.133,47.0,21.739,62.242,47.382,219.841,16.955,25.852,127.522,114.314,29.346,117.096,54.971,52.284,380.572,91.126,14.921,26.64,40.251,77.87,94.245,48.591,341.655,145.727,102.248,58.168,199.74,72.624,860.205,230.936,46.622,38.583,433.353
1993-11-08,1172.009,1926.333,159.762,48.373,217.999,67.384,17.385,92.138,47.0,21.739,62.256,47.386,219.842,16.956,25.853,127.526,114.314,29.362,117.101,54.975,52.298,380.676,91.128,14.922,26.641,40.263,77.875,94.252,48.586,341.654,145.727,102.248,58.168,199.732,72.624,860.152,230.931,46.622,38.582,433.35
1993-11-09,1172.169,1926.342,159.762,48.373,217.999,67.385,17.385,92.139,47.0,21.739,62.261,47.386,219.852,16.958,25.853,127.528,114.316,29.363,117.116,54.976,52.302,380.704,91.137,14.923,26.646,40.265,77.876,94.266,48.586,341.654,145.727,102.248,58.164,199.731,72.623,860.137,230.926,46.622,38.582,433.343
1993-11-10,1172.193,1926.365,159.768,48.374,218.0,67.386,17.385,92.142,47.0,21.74,62.272,47.388,219.857,16.962,25.853,127.529,114.319,29.363,117.18,54.979,52.303,380.73,91.142,14.923,26.648,40.273,77.881,94.268,48.585,341.654,145.725,102.247,58.163,199.73,72.623,860.136,230.919,46.622,38.581,433.341
1993-11-11,1172.316,1926.366,159.782,48.374,218.003,67.386,17.385,92.143,47.0,21.74,62.284,47.389,219.858,16.963,25.855,127.53,114.322,29.366,117.188,54.997,52.304,380.757,91.142,14.923,26.648,40.273,77.886,94.274,48.584,341.653,145.725,102.246,58.162,199.725,72.622,860.125,230.915,46.62,38.581,433.332
1993-11-12,1172.399,1926.382,159.788,48.374,218.003,67.386,17.385,92.143,47.0,21.741,62.287,47.39,219.889,16.966,25.855,127.531,114.35,29.367,117.198,54.997,52.307,380.794,91.147,14.924,26.651,40.274,77.893,94.281,48.583,341.652,145.724,102.246,58.16,199.721,72.622,860.072,230.907,46.62,38.581,433.331
1993-11-13,1172.553,1926.384,159.798,48.374,218.004,67.386,17.386,92.144,47.0,21.741,62.289,47.396,219.89,16.966,25.855,127.532,114.367,29.369,117.207,55.0,52.31,380.96,91.148,14.925,26.654,40.276,77.894,94.294,48.583,341.65,145.723,102.243,58.156,199.719,72.622,860.07,230.896,46.62,38.58,433.323
1993-11-14,1172.999,1926.397,159.822,48.375,218.004,67.386,17.386,92.145,47.0,21.742,62.291,47.397,219.899,16.975,25.856,127.536,114.377,29.374,117.219,55.004,52.318,381.082,91.154,14.925,26.657,40.281,77.895,94.295,48.583,341.649,145.722,102.243,58.155,199.715,72.622,860.062,230.89,46.62,38.577,433.31
1993-11-15,1173.078,1926.418,159.822,48.375,218.004,67.387,17.386,92.146,47.0,21.742,62.332,47.398,219.902,16.978,25.858,127.54,114.416,29.383,117.225,55.006,52.32,381.099,91.159,14.926,26.662,40.283,77.917,94.298,48.582,341.648,145.72,102.243,58.154,199.714,72.622,860.05,230.884,46.62,38.576,433.308
1993-11-16,1173.175,1926.427,159.844,48.375,218.005,67.387,17.387,92.15,47.0,21.742,62.335,47.404,219.902,16.979,25.861,127.541,114.417,29.392,117.255,55.016,52.334,381.143,91.163,14.926,26.67,40.293,77.935,94.298,48.581,341.615,145.72,102.241,58.154,199.709,72.622,860.039,230.87,46.62,38.576,433.305
1993-11-17,1173.401,1926.432,159.871,48.376,218.007,67.387,17.387,92.151,47.0,21.742,62.341,47.405,219.905,16.983,25.862,127.543,114.419,29.393,117.297,55.022,52.336,381.232,91.169,14.927,26.674,40.293,77.938,94.3,48.581,341.611,145.717,102.241,58.152,199.708,72.622,860.026,230.855,46.619,38.576,433.298
1993-11-18,1173.517,1926.434,159.872,48.376,218.009,67.387,17.388,92.152,47.0,21.744,62.341,47.405,219.908,16.983,25.863,127.543,114.426,29.4,117.31,55.024,52.337,381.369,91.171,14.927,26.681,40.294,77.941,94.3,48.58,341.6,145.717,102.241,58.151,199.707,72.621,860.015,230.845,46.619,38.575,433.297
1993-11-19,1173.828,1926.472,159.883,48.376,218.009,67.388,17.388,92.152,47.0,21.744,62.344,47.405,219.911,16.983,25.863,127.547,114.439,29.401,117.351,55.033,52.347,381.442,91.172,14.928,26.684,40.297,77.941,94.301,48.58,341.597,145.716,102.24,58.149,199.7,72.621,860.012,230.81,46.619,38.573,433.296
1993-11-20,1173.977,1926.477,159.924,48.376,218.009,67.388,17.388,92.152,47.0,21.745,62.355,47.41,219.922,16.983,25.863,127.549,114.442,29.411,117.361,55.04,52.351,381.453,91.173,14.929,26.684,40.299,77.942,94.302,48.577,341.597,145.716,102.24,58.147,199.696,72.621,860.011,230.804,46.618,38.573,433.291
1993-11-21,1174.028,1926.48,159.926,48.376,218.011,67.389,17.389,92.152,47.0,21.745,62.359,47.41,219.922,16.984,25.863,127.55,114.452,29.412,117.367,55.041,52.357,381.46,91.175,14.93,26.702,40.299,77.956,94.306,48.576,341.593,145.714,102.239,58.144,199.695,72.621,860.001,230.792,46.618,38.571,433.288
1993-11-22,1174.138,1926.501,159.948,48.376,218.011,67.389,17.39,92.153,47.0,21.746,62.362,47.41,219.927,16.984,25.864,127.553,114.464,29.421,117.38,55.041,52.359,381.522,91.18,14.931,26.703,40.318,77.958,94.312,48.574,341.589,145.713,102.238,58.13,199.695,72.621,859.996,230.788,46.618,38.57,433.28
1993-11-23,1174.437,1926.503,159.959,48.376,218.011,67.39,17.391,92.153,47.0,21.746,62.365,47.411,219.935,16.985,25.865,127.561,114.466,29.434,117.404,55.042,52.361,381.538,91.181,14.932,26.705,40.32,78.01,94.316,48.573,341.589,145.713,102.237,58.13,199.694,72.621,859.994,230.769,46.618,38.569,433.271
1993-11-24,1174.481,1926.517,159.972,48.376,218.012,67.39,17.391,92.154,47.0,21.746,62.371,47.42,219.941,16.987,25.865,127.561,114.467,29.436,117.425,55.056,52.362,381.565,91.187,14.932,26.706,40.32,78.015,94.316,48.573,341.587,145.711,102.236,58.128,199.693,72.62,859.976,230.765,46.617,38.567,433.267
