Date,China,United States,Brazil,Belgium,France,Netherlands,Portugal,Spain,Sweden,Norway,Turkey,Argentina,Canada,Chile,Colombia,Mexico,Indonesia,Malaysia,South Korea,Taiwan,Thailand,India,Australia,New Zealand,Algeria,Egypt,Nigeria,South Africa,Czechia,Germany,Italy,Poland,Romania,United Kingdom,Kazakhstan,Russia,Ukraine,Uzbekistan,Venezuela,Japan,Iran,Kuwait,Saudi Arabia,United Arab Emirates
1998-10-26,1571.478,1947.875,182.162,48.86,219.241,67.838,17.852,94.843,47.0,22.677,76.663,51.82,230.89,20.681,28.231,131.89,135.391,40.282,147.928,64.106,65.91,479.032,97.502,16.035,32.632,49.269,92.936,99.549,46.893,329.139,144.132,101.353,53.54,191.133,72.179,837.622,204.474,46.139,36.882,424.87,125.869,17.075,101.011,37.499
1998-10-27,1571.704,1947.876,182.166,48.86,219.242,67.838,17.853,94.845,47.0,22.677,76.665,51.823,230.896,20.681,28.231,131.891,135.394,40.288,147.97,64.121,65.919,479.057,97.503,16.035,32.639,49.273,92.94,99.552,46.891,329.138,144.132,101.353,53.537,191.111,72.179,837.612,204.464,46.138,36.881,424.867,125.885,17.086,101.03,37.509
1998-10-28,1571.717,1947.876,182.166,48.861,219.242,67.838,17.853,94.846,47.0,22.677,76.674,51.823,230.901,20.681,28.231,131.892,135.426,40.299,147.985,64.124,65.935,479.078,97.51,16.035,32.641,49.279,92.94,99.553,46.89,329.131,144.131,101.353,53.536,191.109,72.179,837.606,204.458,46.138,36.881,424.864,125.894,17.088,101.032,37.521
1998-10-29,1572.063,1947.879,182.191,48.861,219.243,67.838,17.853,94.847,47.0,22.678,76.68,51.824,230.913,20.683,28.233,131.897,135.426,40.3,147.994,64.131,65.941,479.081,97.51,16.036,32.642,49.28,92.956,99.559,46.889,329.124,144.129,101.353,53.533,191.104,72.179,837.596,204.431,46.138,36.881,424.862,125.931,17.088,101.035,37.528
1998-10-30,1572.305,1947.884,182.208,48.862,219.244,67.839,17.853,94.848,47.0,22.678,76.687,51.833,230.933,20.685,28.234,131.898,135.436,40.312,147.995,64.135,65.964,479.092,97.511,16.037,32.645,49.281,92.982,99.561,46.888,329.124,144.129,101.352,53.533,191.1,72.178,837.583,204.411,46.138,36.88,424.86,125.939,17.089,101.035,37.528
1998-10-31,1572.381,1947.912,182.23,48.862,219.244,67.839,17.854,94.848,47.0,22.678,76.691,51.833,230.934,20.685,28.234,131.898,135.449,40.316,148.02,64.138,65.97,479.102,97.511,16.037,32.659,49.296,92.983,99.565,46.888,329.122,144.128,101.351,53.528,191.09,72.178,837.579,204.364,46.138,36.88,424.856,125.951,17.095,101.036,37.543
1998-11-01,1572.385,1947.946,182.246,48.862,219.245,67.839,17.854,94.85,47.0,22.68,76.701,51.843,230.936,20.689,28.235,131.899,135.45,40.324,148.033,64.141,65.973,479.156,97.512,16.037,32.665,49.3,92.983,99.565,46.885,329.103,144.128,101.35,53.522,191.09,72.178,837.571,204.354,46.138,36.88,424.855,125.952,17.097,101.04,37.543
1998-11-02,1572.387,1947.95,182.257,48.862,219.245,67.84,17.854,94.85,47.0,22.68,76.714,51.845,230.936,20.692,28.236,131.901,135.472,40.33,148.043,64.15,65.986,479.192,97.516,16.038,32.666,49.301,92.999,99.571,46.885,329.1,144.128,101.35,53.521,191.088,72.178,837.542,204.338,46.138,36.879,424.846,125.958,17.098,101.042,37.549
1998-11-03,1572.465,1947.951,182.258,48.863,219.245,67.84,17.855,94.85,47.0,22.68,76.72,51.848,230.938,20.696,28.237,131.902,135.493,40.346,148.055,64.151,65.988,479.342,97.519,16.038,32.669,49.308,93.008,99.574,46.884,329.085,144.127,101.349,53.52,191.087,72.178,837.533,204.334,46.137,36.877,424.845,126.056,17.1,101.043,37.55
1998-11-04,1572.537,1947.957,182.266,48.863,219.246,67.841,17.855,94.85,47.0,22.681,76.732,51.848,230.945,20.697,28.238,131.911,135.496,40.355,148.063,64.152,65.99,479.442,97.519,16.039,32.676,49.318,93.037,99.581,46.884,329.082,144.126,101.349,53.52,191.082,72.178,837.528,204.324,46.137,36.874,424.839,126.056,17.102,101.051,37.551
1998-11-05,1572.787,1947.966,182.266,48.863,219.246,67.841,17.855,94.851,47.0,22.681,76.744,51.849,230.95,20.699,28.239,131.913,135.498,40.366,148.069,64.153,66.001,479.447,97.525,16.04,32.677,49.321,93.055,99.587,46.882,329.082,144.123,101.348,53.516,191.078,72.177,837.515,204.314,46.137,36.874,424.835,126.108,17.113,101.088,37.552
1998-11-06,1572.895,1947.982,182.282,48.863,219.246,67.842,17.855,94.852,47.0,22.681,76.759,51.85,230.961,20.7,28.239,131.919,135.5,40.375,148.085,64.158,66.005,479.453,97.526,16.04,32.681,49.354,93.061,99.588,46.881,329.082,144.123,101.348,53.512,191.075,72.177,837.513,204.303,46.137,36.872,424.832,126.113,17.114,101.107,37.552
1998-11-07,1573.034,1947.983,182.326,48.864,219.247,67.842,17.855,94.852,47.0,22.682,76.768,51.852,230.971,20.704,28.243,131.922,135.503,40.375,148.085,64.162,66.033,479.463,97.528,16.04,32.681,49.354,93.063,99.593,46.878,329.078,144.121,101.347,53.51,191.067,72.177,837.482,204.297,46.137,36.871,424.832,126.127,17.116,101.119,37.554
1998-11-08,1573.4,1947.986,182.334,48.864,219.248,67.842,17.856,94.86,47.0,22.682,76.803,51.853,230.981,20.706,28.244,131.922,135.556,40.388,148.151,64.164,66.041,479.526,97.533,16.041,32.684,49.36,93.069,99.596,46.874,329.072,144.121,101.347,53.509,191.064,72.176,837.456,204.222,46.137,36.871,424.818,126.148,17.117,101.122,37.556
1998-11-09,1573.54,1948.004,182.349,48.864,219.248,67.842,17.856,94.86,47.0,22.682,76.806,51.858,230.983,20.71,28.245,131.927,135.592,40.4,148.163,64.164,66.044,479.55,97.536,16.042,32.688,49.371,93.082,99.599,46.873,329.057,144.12,101.346,53.508,191.057,72.175,837.418,204.185,46.137,36.868,424.811,126.149,17.123,101.134,37.58
1998-11-10,1574.605,1948.02,182.371,48.864,219.248,67.842,17.857,94.864,47.0,22.682,76.826,51.864,230.998,20.712,28.247,131.927,135.593,40.403,148.173,64.177,66.045,479.55,97.541,16.042,32.688,49.386,93.091,99.601,46.869,329.031,144.12,101.345,53.507,191.052,72.175,837.415,204.171,46.136,36.865,424.808,126.154,17.124,101.152,37.588
1998-11-11,1574.802,1948.036,182.396,48.864,219.248,67.843,17.857,94.866,47.0,22.683,76.827,51.864,230.998,20.713,28.248,131.929,135.611,40.404,148.219,64.192,66.056,479.555,97.544,16.042,32.703,49.393,93.102,99.601,46.868,329.019,144.12,101.345,53.502,191.051,72.175,837.398,204.16,46.136,36.863,424.799,126.203,17.125,101.178,37.594
1998-11-12,1574.998,1948.039,182.402,48.865,219.25,67.843,17.857,94.866,47.0,22.684,76.83,51.87,231.0,20.714,28.248,131.93,135.616,40.406,148.226,64.197,66.073,479.592,97.545,16.042,32.704,49.394,93.103,99.603,46.868,329.016,144.119,101.345,53.5,191.045,72.174,837.391,204.155,46.135,36.863,424.789,126.204,17.128,101.187,37.604
1998-11-13,1575.023,1948.045,182.406,48.865,219.251,67.843,17.857,94.869,47.0,22.685,76.835,51.87,231.003,20.72,28.249,131.934,135.621,40.42,148.255,64.203,66.074,479.678,97.549,16.043,32.705,49.428,93.11,99.606,46.865,329.01,144.118,101.344,53.499,191.043,72.174,837.37,204.149,46.135,36.861,424.787,126.215,17.13,101.21,37.61
1998-11-14,1575.145,1948.046,182.417,48.865,219.251,67.844,17.857,94.869,47.0,22.686,76.841,51.871,231.011,20.723,28.251,131.939,135.625,40.421,148.287,64.216,66.077,479.679,97.553,16.043,32.712,49.458,93.111,99.614,46.865,329.01,144.116,101.343,53.491,191.04,72.174,837.354,204.128,46.135,36.861,424.786,126.27,17.135,101.218,37.611
1998-11-15,1575.23,1948.049,182.466,48.865,219.252,67.844,17.857,94.87,47.0,22.686,76.857,51.871,231.018,20.725,28.252,131.941,135.631,40.426,148.306,64.22,66.082,479.688,97.56,16.043,32.712,49.459,93.118,99.617,46.864,329.002,144.114,101.343,53.487,191.038,72.174,837.352,204.109,46.135,36.859,424.785,126.28,17.137,101.231,37.613
1998-11-16,1575.381,1948.05,182.485,48.865,219.252,67.844,17.858,94.874,47.0,22.686,76.878,51.873,231.023,20.731,28.253,131.944,135.632,40.428,148.318,64.223,66.085,479.717,97.562,16.044,32.714,49.46,93.12,99.618,46.863,328.99,144.114,101.342,53.481,191.024,72.174,837.34,204.096,46.134,36.859,424.778,126.288,17.139,101.279,37.617
1998-11-17,1575.651,1948.06,182.498,48.865,219.252,67.844,17.858,94.874,47.0,22.687,76.9,51.875,231.027,20.732,28.254,131.945,135.646,40.432,148.322,64.231,66.094,479.89,97.563,16.044,32.716,49.474,93.124,99.62,46.863,328.984,144.113,101.342,53.479,191.022,72.174,837.338,204.092,46.134,36.858,424.772,126.292,17.144,101.294,37.621
1998-11-18,1576.365,1948.084,182.506,48.866,219.253,67.844,17.858,94.877,47.0,22.687,76.915,51.878,231.029,20.737,28.255,131.954,135.667,40.436,148.374,64.236,66.097,479.9,97.576,16.045,32.717,49.474,93.15,99.621,46.863,328.978,144.111,101.341,53.478,191.022,72.173,837.335,204.092,46.134,36.857,424.765,126.327,17.146,101.303,37.623
1998-11-19,1577.636,1948.118,182.511,48.867,219.253,67.844,17.858,94.877,47.0,22.688,76.925,51.881,231.04,20.737,28.255,131.956,135.686,40.449,148.381,64.237,66.11,479.913,97.578,16.045,32.718,49.477,93.154,99.622,46.862,328.971,144.11,101.341,53.477,191.021,72.173,837.327,204.089,46.133,36.856,424.765,126.361,17.152,101.31,37.632
1998-11-20,1578.081,1948.138,182.524,48.868,219.253,67.845,17.859,94.878,47.0,22.688,76.932,51.889,231.043,20.739,28.256,131.957,135.686,40.451,148.393,64.239,66.111,479.966,97.579,16.047,32.718,49.502,93.155,99.627,46.862,328.961,144.11,101.341,53.472,191.021,72.173,837.303,204.083,46.133,36.854,424.754,126.362,17.153,101.32,37.634
1998-11-21,1578.153,1948.15,182.538,48.868,219.255,67.845,17.859,94.881,47.0,22.688,76.933,51.892,231.045,20.74,28.257,131.958,135.688,40.458,148.395,64.241,66.134,480.017,97.583,16.048,32.719,49.503,93.166,99.634,46.862,328.952,144.11,101.34,53.472,191.02,72.173,837.26,204.068,46.133,36.854,424.754,126.368,17.154,101.32,37.637
1998-11-22,1578.447,1948.161,182.563,48.868,219.255,67.846,17.86,94.882,47.0,22.689,76.949,51.895,231.059,20.741,28.259,131.959,135.696,40.464,148.42,64.246,66.142,480.069,97.585,16.052,32.726,49.508,93.166,99.638,46.861,328.933,144.108,101.339,53.468,191.016,72.173,837.257,204.064,46.133,36.852,424.749,126.411,17.161,101.335,37.638
1998-11-23,1578.843,1948.161,182.573,48.869,219.256,67.846,17.86,94.884,47.0,22.69,76.96,51.895,231.061,20.742,28.259,131.965,135.699,40.466,148.429,64.246,66.149,480.114,97.586,16.052,32.736,49.527,93.172,99.64,46.859,328.917,144.106,101.339,53.466,191.004,72.173,837.22,204.017,46.132,36.852,424.748,126.422,17.161,101.336,37.653
1998-11-24,1579.01,1948.172,182.576,48.869,219.256,67.847,17.86,94.885,47.0,22.69,76.962,51.895,231.062,20.744,28.263,131.966,135.706,40.476,148.434,64.259,66.154,480.141,97.587,16.053,32.747,49.548,93.173,99.641,46.859,328.904,144.105,101.338,53.464,191.001,72.172,837.188,204.0,46.132,36.851,424.748,126.43,17.162,101.339,37.658
1998-11-25,1579.049,1948.177,182.607,48.87,219.256,67.847,17.86,94.886,47.0,22.69,76.967,51.895,231.116,20.747,28.263,131.969,135.734,40.478,148.438,64.259,66.157,480.145,97.589,16.054,32.757,49.549,93.183,99.645,46.858,328.903,144.104,101.337,53.464,190.996,72.172,837.172,203.978,46.132,36.851,424.748,126.433,17.164,101.345,37.662
1998-11-26,1579.521,1948.178,182.615,48.87,219.256,67.847,17.86,94.888,47.0,22.69,76.967,51.896,231.116,20.749,28.264,131.973,135.738,40.479,148.44,64.26,66.191,480.157,97.59,16.056,32.759,49.57,93.192,99.645,46.857,328.888,144.104,101.337,53.463,190.995,72.172,837.159,203.974,46.132,36.848,424.74,126.433,17.164,101.347,37.67
1998-11-27,1579.545,1948.19,182.63,48.87,219.257,67.847,17.861,94.892,47.0,22.69,76.971,51.902,231.132,20.75,28.264,131.973,135.755,40.483,148.442,64.266,66.205,480.261,97.595,16.057,32.76,49.573,93.193,99.646,46.857,328.873,144.101,101.336,53.462,190.992,72.172,837.142,203.967,46.131,36.847,424.734,126.444,17.167,101.354,37.672
1998-11-28,1579.672,1948.192,182.635,48.87,219.258,67.847,17.861,94.893,47.0,22.69,76.973,51.902,231.133,20.758,28.266,131.974,135.761,40.483,148.524,64.267,66.221,480.273,97.597,16.057,32.762,49.574,93.211,99.654,46.857,328.846,144.098,101.335,53.455,190.987,72.172,837.125,203.963,46.131,36.846,424.733,126.461,17.168,101.363,37.672
1998-11-29,1579.778,1948.196,182.641,48.87,219.26,67.848,17.862,94.895,47.0,22.691,76.998,51.903,231.141,20.759,28.267,131.977,135.775,40.485,148.531,64.267,66.223,480.315,97.606,16.058,32.77,49.591,93.213,99.663,46.855,328.834,144.097,101.335,53.455,190.98,72.171,837.123,203.951,46.129,36.845,424.726,126.468,17.168,101.377,37.686
1998-11-30,1579.986,1948.198,182.646,48.87,219.261,67.848,17.862,94.897,47.0,22.692,77.014,51.903,231.162,20.761,28.268,131.978,135.777,40.486,148.546,64.267,66.234,480.382,97.623,16.058,32.775,49.601,93.223,99.664,46.854,328.808,144.097,101.334,53.452,190.973,72.171,837.105,203.91,46.129,36.845,424.718,126.484,17.17,101.394,37.689
1998-12-01,1580.32,1948.22,182.664,48.87,219.262,67.848,17.863,94.899,47.0,22.692,77.018,51.906,231.171,20.763,28.268,131.979,135.802,40.488,148.554,64.274,66.238,480.404,97.623,16.058,32.776,49.601,93.224,99.669,46.854,328.8,144.097,101.333,53.451,190.967,72.171,837.103,203.906,46.128,36.844,424.717,126.486,17.171,101.397,37.693
1998-12-02,1580.756,1948.257,182.672,48.871,219.263,67.849,17.863,94.901,47.0,22.693,77.019,51.906,231.177,20.765,28.271,131.981,135.803,40.493,148.57,64.283,66.24,480.408,97.624,16.059,32.776,49.602,93.224,99.67,46.851,328.799,144.097,101.332,53.449,190.948,72.17,837.099,203.898,46.128,36.843,424.696,126.487,17.18,101.412,37.695
1998-12-03,1580.758,1948.334,182.678,48.871,219.264,67.849,17.864,94.902,47.0,22.693,77.027,51.909,231.178,20.767,28.271,131.985,135.805,40.496,148.594,64.285,66.242,480.431,97.627,16.059,32.776,49.608,93.228,99.672,46.85,328.796,144.096,101.331,53.447,190.94,72.17,837.099,203.887,46.128,36.843,424.676,126.492,17.18,101.448,37.7
1998-12-04,1581.084,1948.357,182.683,48.872,219.264,67.849,17.864,94.903,47.0,22.693,77.043,51.912,231.182,20.767,28.272,131.986,135.81,40.5,148.608,64.285,66.244,480.436,97.627,16.06,32.777,49.614,93.232,99.674,46.848,328.791,144.096,101.331,53.441,190.931,72.17,837.085,203.88,46.128,36.842,424.672,126.505,17.188,101.462,37.708
1998-12-05,1581.166,1948.383,182.737,48.872,219.265,67.849,17.864,94.903,47.0,22.694,77.051,51.914,231.186,20.767,28.272,131.989,135.819,40.506,148.622,64.292,66.268,480.499,97.628,16.06,32.78,49.614,93.233,99.677,46.847,328.784,144.095,101.328,53.44,190.928,72.17,837.085,203.852,46.127,36.842,424.665,126.519,17.188,101.469,37.708
1998-12-06,1581.432,1948.387,182.738,48.873,219.265,67.849,17.864,94.907,47.0,22.695,77.058,51.918,231.188,20.77,28.273,131.99,135.821,40.508,148.624,64.293,66.281,480.504,97.628,16.061,32.783,49.617,93.236,99.679,46.847,328.775,144.092,101.328,53.44,190.926,72.17,837.068,203.848,46.127,36.84,424.662,126.53,17.189,101.479,37.721
1998-12-07,1581.667,1948.391,182.739,48.873,219.265,67.85,17.864,94.909,47.0,22.695,77.061,51.922,231.19,20.772,28.274,131.991,135.859,40.511,148.653,64.294,66.289,480.58,97.631,16.062,32.784,49.625,93.243,99.681,46.847,328.773,144.092,101.328,53.436,190.926,72.169,837.062,203.83,46.126,36.84,424.66,126.536,17.189,101.482,37.721
1998-12-08,1581.715,1948.392,182.742,48.873,219.268,67.85,17.865,94.909,47.0,22.697,77.069,51.926,231.193,20.779,28.274,131.991,135.864,40.511,148.678,64.296,66.289,480.591,97.635,16.062,32.788,49.634,93.243,99.683,46.846,328.772,144.091,101.328,53.434,190.924,72.169,837.05,203.822,46.126,36.839,424.651,126.564,17.192,101.485,37.723
1998-12-09,1581.807,1948.395,182.757,48.873,219.269,67.85,17.865,94.913,47.0,22.697,77.072,51.932,231.202,20.786,28.275,131.993,135.865,40.512,148.694,64.297,66.292,480.609,97.638,16.063,32.797,49.649,93.248,99.687,46.846,328.763,144.089,101.327,53.429,190.923,72.169,837.045,203.819,46.126,36.838,424.643,126.572,17.192,101.542,37.725
1998-12-10,1581.815,1948.4,182.761,48.874,219.271,67.852,17.865,94.916,47.0,22.697,77.074,51.936,231.21,20.786,28.277,131.996,135.878,40.519,148.704,64.303,66.294,480.674,97.639,16.063,32.798,49.658,93.251,99.687,46.846,328.757,144.089,101.327,53.429,190.918,72.169,837.015,203.817,46.126,36.837,424.627,126.573,17.192,101.543,37.733
1998-12-11,1582.004,1948.418,182.764,48.874,219.271,67.853,17.865,94.917,47.0,22.697,77.08,51.936,231.211,20.793,28.277,131.997,135.879,40.525,148.71,64.312,66.295,480.747,97.646,16.063,32.813,49.662,93.251,99.688,46.845,328.751,144.086,101.326,53.428,190.915,72.169,837.01,203.79,46.125,36.837,424.626,126.575,17.197,101.544,37.734
1998-12-12,1582.278,1948.435,182.765,48.874,219.271,67.853,17.865,94.922,47.0,22.698,77.087,51.941,231.22,20.797,28.278,132.0,135.885,40.533,148.754,64.313,66.299,480.783,97.65,16.063,32.817,49.666,93.265,99.688,46.844,328.751,144.086,101.325,53.424,190.914,72.169,837.004,203.768,46.125,36.836,424.625,126.598,17.2,101.551,37.734
1998-12-13,1582.67,1948.455,182.782,48.874,219.271,67.853,17.866,94.926,47.0,22.699,77.107,51.945,231.224,20.802,28.278,132.002,135.887,40.541,148.771,64.315,66.302,480.792,97.657,16.064,32.819,49.672,93.288,99.692,46.844,328.751,144.084,101.325,53.421,190.914,72.169,837.0,203.743,46.125,36.835,424.612,126.607,17.202,101.57,37.742
1998-12-14,1582.848,1948.457,182.791,48.874,219.274,67.854,17.866,94.928,47.0,22.699,77.114,51.946,231.229,20.809,28.278,132.006,135.893,40.546,148.786,64.318,66.311,480.853,97.663,16.064,32.824,49.674,93.291,99.693,46.844,328.723,144.083,101.325,53.421,190.906,72.168,836.986,203.726,46.125,36.834,424.611,126.623,17.204,101.595,37.749
1998-12-15,1582.951,1948.477,182.809,48.874,219.274,67.854,17.867,94.929,47.0,22.699,77.118,51.948,231.243,20.809,28.279,132.009,135.896,40.55,148.789,64.318,66.315,480.904,97.664,16.064,32.828,49.69,93.311,99.694,46.842,328.714,144.083,101.324,53.414,190.897,72.168,836.979,203.719,46.124,36.833,424.61,126.651,17.205,101.602,37.759
1998-12-16,1583.136,1948.482,182.814,48.874,219.278,67.854,17.867,94.929,47.0,22.701,77.137,51.95,231.251,20.815,28.279,132.01,135.919,40.571,148.805,64.324,66.321,480.952,97.672,16.066,32.828,49.696,93.322,99.696,46.841,328.708,144.082,101.323,53.414,190.896,72.167,836.958,203.662,46.124,36.833,424.607,126.677,17.206,101.602,37.763
1998-12-17,1583.331,1948.498,182.819,48.875,219.278,67.854,17.867,94.93,47.0,22.701,77.137,51.951,231.251,20.817,28.281,132.013,135.923,40.584,148.817,64.324,66.33,480.977,97.675,16.068,32.842,49.701,93.34,99.696,46.84,328.706,144.082,101.323,53.411,190.895,72.167,836.921,203.65,46.124,36.832,424.607,126.68,17.208,101.613,37.764
1998-12-18,1583.37,1948.501,182.822,48.875,219.278,67.854,17.867,94.932,47.0,22.701,77.159,51.953,231.287,20.818,28.281,132.018,135.926,40.587,148.818,64.327,66.349,480.994,97.675,16.069,32.853,49.708,93.349,99.702,46.84,328.705,144.081,101.322,53.406,190.895,72.166,836.918,203.634,46.124,36.832,424.604,126.686,17.216,101.623,37.771
1998-12-19,1583.538,1948.501,182.826,48.876,219.278,67.855,17.868,94.933,47.0,22.702,77.159,51.955,231.289,20.819,28.283,132.018,135.937,40.597,148.819,64.329,66.353,481.004,97.678,16.07,32.855,49.712,93.358,99.704,46.839,328.702,144.081,101.322,53.405,190.893,72.166,836.908,203.631,46.124,36.829,424.602,126.694,17.216,101.648,37.781
1998-12-20,1583.54,1948.508,182.845,48.876,219.278,67.855,17.868,94.935,47.0,22.702,77.197,51.966,231.294,20.823,28.284,132.019,135.941,40.61,148.851,64.339,66.357,481.283,97.679,16.07,32.855,49.713,93.398,99.709,46.839,328.694,144.081,101.322,53.405,190.893,72.166,836.898,203.607,46.124,36.829,424.596,126.696,17.219,101.651,37.782
1998-12-21,1583.924,1948.522,182.85,48.876,219.281,67.855,17.868,94.937,47.0,22.705,77.202,51.968,231.298,20.824,28.285,132.019,135.942,40.611,148.856,64.346,66.359,481.298,97.685,16.071,32.856,49.722,93.408,99.71,46.838,328.692,144.081,101.32,53.402,190.885,72.166,836.888,203.604,46.124,36.827,424.595,126.736,17.224,101.661,37.791
1998-12-22,1584.061,1948.523,182.856,48.876,219.283,67.856,17.868,94.941,47.0,22.705,77.203,51.971,231.299,20.83,28.285,132.021,135.949,40.612,148.861,64.349,66.364,481.342,97.688,16.071,32.86,49.727,93.431,99.71,46.838,328.687,144.08,101.32,53.399,190.884,72.165,836.871,203.586,46.124,36.825,424.594,126.742,17.227,101.663,37.793
1998-12-23,1584.081,1948.541,182.873,48.877,219.283,67.856,17.868,94.941,47.0,22.705,77.205,51.973,231.303,20.832,28.285,132.026,135.949,40.617,148.877,64.361,66.391,481.344,97.689,16.071,32.863,49.728,93.431,99.712,46.836,328.685,144.08,101.319,53.396,190.871,72.165,836.861,203.564,46.123,36.825,424.593,126.758,17.229,101.686,37.811
1998-12-24,1584.129,1948.554,182.884,48.877,219.283,67.856,17.869,94.945,47.0,22.705,77.207,51.979,231.325,20.833,28.287,132.027,135.95,40.626,148.886,64.361,66.4,481.352,97.695,16.071,32.87,49.729,93.437,99.715,46.835,328.683,144.079,101.319,53.395,190.871,72.165,836.858,203.542,46.123,36.825,424.59,126.764,17.232,101.699,37.811
1998-12-25,1584.134,1948.574,182.898,48.878,219.284,67.856,17.869,94.946,47.0,22.705,77.209,51.98,231.338,20.835,28.287,132.027,135.967,40.632,148.889,64.364,66.401,481.355,97.699,16.072,32.874,49.731,93.437,99.716,46.835,328.682,144.078,101.318,53.387,190.865,72.165,836.847,203.535,46.123,36.825,424.587,126.814,17.233,101.706,37.815
1998-12-26,1584.609,1948.593,182.92,48.878,219.285,67.856,17.869,94.947,47.0,22.706,77.215,51.982,231.349,20.839,28.288,132.036,135.967,40.635,148.91,64.372,66.402,481.387,97.699,16.072,32.875,49.732,93.465,99.72,46.835,328.679,144.078,101.318,53.386,190.864,72.165,836.845,203.529,46.123,36.823,424.577,126.814,17.233,101.727,37.817
1998-12-27,1584.629,1948.61,182.926,48.878,219.285,67.856,17.869,94.949,47.0,22.706,77.237,51.992,231.361,20.839,28.289,132.037,135.986,40.636,148.915,64.374,66.423,481.53,97.711,16.072,32.876,49.734,93.467,99.721,46.833,328.671,144.077,101.318,53.386,190.862,72.165,836.837,203.507,46.123,36.822,424.565,126.817,17.234,101.73,37.825
1998-12-28,1584.669,1948.617,182.949,48.878,219.286,67.857,17.869,94.951,47.0,22.707,77.254,51.992,231.362,20.849,28.289,132.037,135.989,40.636,148.939,64.374,66.425,481.576,97.714,16.072,32.877,49.738,93.472,99.724,46.833,328.663,144.076,101.318,53.385,190.848,72.164,836.805,203.484,46.123,36.822,424.563,126.828,17.235,101.777,37.833
1998-12-29,1584.798,1948.62,182.95,48.879,219.286,67.857,17.869,94.952,47.0,22.707,77.263,51.994,231.376,20.85,28.291,132.042,135.995,40.641,148.955,64.391,66.427,481.577,97.715,16.072,32.881,49.741,93.473,99.727,46.832,328.661,144.076,101.317,53.384,190.834,72.164,836.803,203.455,46.122,36.821,424.549,126.852,17.235,101.786,37.835
1998-12-30,1584.908,1948.639,182.959,48.879,219.287,67.857,17.87,94.955,47.0,22.707,77.275,51.994,231.378,20.851,28.291,132.044,136.012,40.645,148.96,64.391,66.427,481.689,97.716,16.073,32.882,49.751,93.489,99.729,46.831,328.658,144.075,101.317,53.384,190.828,72.164,836.773,203.428,46.122,36.819,424.549,126.856,17.236,101.786,37.849
1998-12-31,1585.019,1948.643,182.961,48.88,219.291,67.857,17.87,94.955,47.0,22.708,77.275,51.999,231.405,20.856,28.291,132.046,136.041,40.645,148.973,64.405,66.428,481.735,97.72,16.073,32.884,49.752,93.491,99.734,46.829,328.644,144.075,101.316,53.384,190.825,72.163,836.771,203.424,46.122,36.819,424.548,126.866,17.236,101.788,37.875
1999-01-01,1585.346,1948.659,182.975,48.88,219.291,67.857,17.87,94.956,47.0,22.709,77.279,52.005,231.407,20.857,28.293,132.047,136.041,40.648,148.986,64.411,66.435,481.772,97.731,16.074,32.886,49.756,93.492,99.737,46.828,328.64,144.075,101.316,53.382,190.822,72.163,836.764,203.41,46.121,36.817,424.544,126.869,17.24,101.796,37.875
1999-01-02,1585.449,1948.672,182.979,48.88,219.292,67.857,17.871,94.956,47.0,22.709,77.283,52.005,231.408,20.862,28.295,132.048,136.102,40.687,149.008,64.411,66.438,481.828,97.731,16.074,32.888,49.761,93.496,99.739,46.826,328.632,144.074,101.315,53.382,190.82,72.162,836.761,203.371,46.121,36.817,424.533,126.87,17.242,101.806,37.878
1999-01-03,1586.429,1948.682,182.984,48.88,219.293,67.858,17.871,94.957,47.0,22.71,77.293,52.005,231.411,20.864,28.297,132.063,136.114,40.691,149.017,64.418,66.45,481.837,97.737,16.076,32.889,49.765,93.502,99.74,46.826,328.626,144.074,101.315,53.381,190.82,72.162,836.752,203.349,46.121,36.815,424.53,126.884,17.242,101.811,37.88
1999-01-04,1586.516,1948.698,182.993,48.881,219.294,67.858,17.871,94.963,47.0,22.711,77.296,52.008,231.414,20.864,28.299,132.063,136.117,40.694,149.019,64.421,66.47,481.904,97.738,16.076,32.889,49.775,93.514,99.742,46.826,328.624,144.073,101.313,53.381,190.813,72.162,836.748,203.345,46.121,36.815,424.526,126.908,17.244,101.815,37.88
1999-01-05,1586.911,1948.698,183.002,48.881,219.295,67.858,17.871,94.963,47.0,22.711,77.304,52.009,231.428,20.866,28.3,132.064,136.147,40.699,149.02,64.424,66.485,481.932,97.747,16.076,32.89,49.785,93.527,99.751,46.825,328.62,144.073,101.313,53.38,190.804,72.162,836.673,203.325,46.12,36.815,424.524,126.914,17.25,101.825,37.881
1999-01-06,1586.982,1948.7,183.009,48.881,219.297,67.858,17.871,94.964,47.0,22.712,77.305,52.01,231.43,20.867,28.3,132.066,136.159,40.711,149.033,64.427,66.485,481.941,97.753,16.076,32.891,49.792,93.542,99.751,46.822,328.619,144.072,101.313,53.378,190.803,72.161,836.665,203.301,46.12,36.814,424.516,126.94,17.256,101.835,37.884
1999-01-07,1587.17,1948.705,183.009,48.881,219.297,67.858,17.871,94.965,47.0,22.714,77.308,52.012,231.431,20.875,28.302,132.066,136.161,40.718,149.052,64.428,66.493,481.971,97.758,16.076,32.9,49.793,93.559,99.755,46.821,328.615,144.072,101.312,53.375,190.801,72.161,836.658,203.251,46.12,36.813,424.506,126.952,17.258,101.838,37.888
